# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
377600.0 1000 -0.010 0.449 0.008 0.594 0.002016 0.001974 0.001994 4.32e+04 7.565e+04 5.942e+04 0.9875 -1.66 -0.3363 4.009e+05
377700.0 1000 -0.010 0.448 0.008 0.595 0.002016 0.001974 0.001994 4.3e+04 7.598e+04 5.949e+04 0.9829 -1.665 -0.341 4.009e+05
377800.0 1000 -0.010 0.447 0.008 0.597 0.002016 0.001974 0.001994 4.28e+04 7.631e+04 5.956e+04 0.9783 -1.67 -0.3458 4.009e+05
377900.0 1000 -0.010 0.446 0.008 0.598 0.002016 0.001974 0.001994 4.261e+04 7.665e+04 5.963e+04 0.9736 -1.675 -0.3506 4.009e+05
378000.0 1000 -0.010 0.445 0.008 0.599 0.002016 0.001974 0.001994 4.241e+04 7.698e+04 5.97e+04 0.969 -1.68 -0.3554 4.009e+05
378100.0 1000 -0.010 0.444 0.008 0.601 0.002016 0.001974 0.001994 4.222e+04 7.732e+04 5.977e+04 0.9644 -1.685 -0.3602 4.009e+05
378200.0 1000 -0.010 0.443 0.008 0.602 0.002016 0.001974 0.001994 4.203e+04 7.766e+04 5.984e+04 0.9598 -1.69 -0.365 4.009e+05
378300.0 1000 -0.010 0.442 0.008 0.603 0.002016 0.001974 0.001994 4.184e+04 7.799e+04 5.992e+04 0.9551 -1.695 -0.3697 4.009e+05
378400.0 1000 -0.010 0.441 0.008 0.605 0.002016 0.001974 0.001994 4.165e+04 7.833e+04 5.999e+04 0.9505 -1.7 -0.3745 4.009e+05
378500.0 1000 -0.010 0.440 0.008 0.606 0.002016 0.001974 0.001994 4.146e+04 7.867e+04 6.007e+04 0.9459 -1.704 -0.3793 4.009e+05
378600.0 1000 -0.010 0.439 0.008 0.607 0.002016 0.001974 0.001994 4.127e+04 7.902e+04 6.014e+04 0.9413 -1.709 -0.3841 4.009e+05
378700.0 1000 -0.010 0.438 0.008 0.609 0.002016 0.001974 0.001994 4.108e+04 7.936e+04 6.022e+04 0.9367 -1.714 -0.3889 4.009e+05
378800.0 1000 -0.010 0.437 0.008 0.610 0.002016 0.001974 0.001994 4.089e+04 7.97e+04 6.03e+04 0.932 -1.719 -0.3936 4.009e+05
378900.0 1000 -0.010 0.436 0.008 0.611 0.002016 0.001974 0.001994 4.071e+04 8.005e+04 6.038e+04 0.9274 -1.724 -0.3984 4.009e+05
379000.0 1000 -0.010 0.435 0.008 0.613 0.002016 0.001974 0.001994 4.052e+04 8.039e+04 6.046e+04 0.9228 -1.729 -0.4032 4.009e+05
379100.0 1000 -0.010 0.434 0.008 0.614 0.002016 0.001974 0.001994 4.034e+04 8.074e+04 6.054e+04 0.9182 -1.734 -0.408 4.009e+05
379200.0 1000 -0.010 0.433 0.008 0.615 0.002016 0.001974 0.001994 4.016e+04 8.109e+04 6.062e+04 0.9135 -1.739 -0.4128 4.009e+05
379300.0 1000 -0.010 0.432 0.008 0.616 0.002016 0.001974 0.001994 3.997e+04 8.143e+04 6.07e+04 0.9089 -1.744 -0.4175 4.009e+05
379400.0 1000 -0.010 0.431 0.008 0.618 0.002016 0.001974 0.001994 3.979e+04 8.178e+04 6.079e+04 0.9043 -1.749 -0.4223 4.009e+05
379500.0 1000 -0.010 0.430 0.008 0.619 0.002016 0.001974 0.001994 3.961e+04 8.213e+04 6.087e+04 0.8997 -1.754 -0.4271 4.009e+05
379600.0 1000 -0.010 0.429 0.008 0.620 0.002016 0.001974 0.001994 3.943e+04 8.248e+04 6.096e+04 0.8951 -1.759 -0.4319 4.009e+05
379700.0 1000 -0.010 0.428 0.008 0.622 0.002016 0.001974 0.001994 3.925e+04 8.284e+04 6.104e+04 0.8904 -1.764 -0.4367 4.009e+05
379800.0 1000 -0.010 0.427 0.008 0.623 0.002016 0.001974 0.001994 3.908e+04 8.319e+04 6.113e+04 0.8858 -1.769 -0.4414 4.009e+05
379900.0 1000 -0.010 0.426 0.008 0.624 0.002016 0.001974 0.001994 3.89e+04 8.354e+04 6.122e+04 0.8812 -1.774 -0.4462 4.009e+05
380000.0 1000 -0.010 0.425 0.008 0.626 0.002016 0.001974 0.001994 3.872e+04 8.39e+04 6.131e+04 0.8766 -1.779 -0.451 4.009e+05
380100.0 1000 -0.010 0.424 0.008 0.627 0.002016 0.001974 0.001994 3.855e+04 8.426e+04 6.14e+04 0.8719 -1.784 -0.4558 4.009e+05
380200.0 1000 -0.010 0.423 0.008 0.628 0.002016 0.001974 0.001994 3.837e+04 8.461e+04 6.149e+04 0.8673 -1.788 -0.4606 4.009e+05
380300.0 1000 -0.010 0.422 0.008 0.630 0.002016 0.001974 0.001994 3.82e+04 8.497e+04 6.159e+04 0.8627 -1.793 -0.4653 4.009e+05
380400.0 1000 -0.010 0.421 0.008 0.631 0.002016 0.001974 0.001994 3.803e+04 8.533e+04 6.168e+04 0.8581 -1.798 -0.4701 4.009e+05
380500.0 1000 -0.010 0.420 0.008 0.632 0.002016 0.001974 0.001994 3.786e+04 8.569e+04 6.177e+04 0.8535 -1.803 -0.4749 4.009e+05
380600.0 1000 -0.010 0.419 0.008 0.634 0.002016 0.001974 0.001994 3.769e+04 8.605e+04 6.187e+04 0.8488 -1.808 -0.4797 4.009e+05
380700.0 1000 -0.010 0.418 0.008 0.635 0.002016 0.001974 0.001994 3.752e+04 8.641e+04 6.197e+04 0.8442 -1.813 -0.4845 4.009e+05
380800.0 1000 -0.010 0.418 0.008 0.636 0.002016 0.001974 0.001994 3.735e+04 8.678e+04 6.206e+04 0.8396 -1.818 -0.4892 4.009e+05
380900.0 1000 -0.010 0.417 0.008 0.638 0.002016 0.001974 0.001994 3.718e+04 8.714e+04 6.216e+04 0.835 -1.823 -0.494 4.009e+05
381000.0 1000 -0.010 0.416 0.008 0.639 0.002016 0.001974 0.001994 3.702e+04 8.751e+04 6.226e+04 0.8303 -1.828 -0.4988 4.009e+05
381100.0 1000 -0.010 0.415 0.008 0.640 0.002016 0.001974 0.001994 3.685e+04 8.787e+04 6.236e+04 0.8257 -1.833 -0.5036 4.009e+05
381200.0 1000 -0.010 0.414 0.008 0.642 0.002016 0.001974 0.001994 3.669e+04 8.824e+04 6.246e+04 0.8211 -1.838 -0.5084 4.009e+05
381300.0 1000 -0.010 0.413 0.008 0.643 0.002016 0.001974 0.001994 3.652e+04 8.861e+04 6.256e+04 0.8165 -1.843 -0.5131 4.009e+05
381400.0 1000 -0.010 0.412 0.008 0.644 0.002016 0.001974 0.001994 3.636e+04 8.898e+04 6.267e+04 0.8119 -1.848 -0.5179 4.009e+05
381500.0 1000 -0.010 0.411 0.008 0.646 0.002016 0.001974 0.001994 3.62e+04 8.935e+04 6.277e+04 0.8072 -1.853 -0.5227 4.009e+05
381600.0 1000 -0.010 0.410 0.008 0.647 0.002016 0.001974 0.001994 3.604e+04 8.972e+04 6.288e+04 0.8026 -1.858 -0.5275 4.009e+05
381700.0 1000 -0.010 0.409 0.008 0.648 0.002016 0.001974 0.001994 3.588e+04 9.009e+04 6.298e+04 0.798 -1.863 -0.5323 4.009e+05
381800.0 1000 -0.010 0.408 0.008 0.650 0.002016 0.001974 0.001994 3.572e+04 9.046e+04 6.309e+04 0.7934 -1.867 -0.537 4.009e+05
381900.0 1000 -0.010 0.407 0.008 0.651 0.002016 0.001974 0.001994 3.556e+04 9.084e+04 6.32e+04 0.7887 -1.872 -0.5418 4.009e+05
382000.0 1000 -0.010 0.406 0.008 0.652 0.002016 0.001974 0.001994 3.54e+04 9.121e+04 6.331e+04 0.7841 -1.877 -0.5466 4.009e+05
382100.0 1000 -0.010 0.406 0.008 0.654 0.002016 0.001974 0.001994 3.525e+04 9.159e+04 6.342e+04 0.7795 -1.882 -0.5514 4.009e+05
382200.0 1000 -0.010 0.405 0.008 0.655 0.002016 0.001974 0.001994 3.509e+04 9.196e+04 6.353e+04 0.7749 -1.887 -0.5562 4.009e+05
382300.0 1000 -0.010 0.404 0.008 0.656 0.002016 0.001974 0.001994 3.494e+04 9.234e+04 6.364e+04 0.7703 -1.892 -0.5609 4.009e+05
382400.0 1000 -0.010 0.403 0.008 0.658 0.002016 0.001974 0.001994 3.478e+04 9.272e+04 6.375e+04 0.7656 -1.897 -0.5657 4.009e+05
382500.0 1000 -0.010 0.402 0.008 0.659 0.002016 0.001974 0.001994 3.463e+04 9.31e+04 6.386e+04 0.761 -1.902 -0.5705 4.009e+05
382600.0 1000 -0.010 0.401 0.008 0.661 0.002016 0.001974 0.001994 3.448e+04 9.348e+04 6.398e+04 0.7564 -1.907 -0.5753 4.009e+05
382700.0 1000 -0.010 0.400 0.008 0.662 0.002016 0.001974 0.001994 3.433e+04 9.386e+04 6.409e+04 0.7518 -1.912 -0.5801 4.009e+05
382800.0 1000 -0.010 0.399 0.008 0.663 0.002016 0.001974 0.001994 3.418e+04 9.425e+04 6.421e+04 0.7471 -1.917 -0.5849 4.009e+05
382900.0 1000 -0.010 0.399 0.008 0.665 0.002016 0.001974 0.001994 3.403e+04 9.463e+04 6.433e+04 0.7425 -1.922 -0.5896 4.009e+05
383000.0 1000 -0.010 0.398 0.008 0.666 0.002016 0.001974 0.001994 3.388e+04 9.502e+04 6.445e+04 0.7379 -1.927 -0.5944 4.009e+05
383100.0 1000 -0.010 0.397 0.008 0.667 0.002016 0.001974 0.001994 3.373e+04 9.54e+04 6.457e+04 0.7333 -1.932 -0.5992 4.009e+05
383200.0 1000 -0.010 0.396 0.008 0.669 0.002016 0.001974 0.001994 3.359e+04 9.579e+04 6.469e+04 0.7287 -1.937 -0.604 4.009e+05
383300.0 1000 -0.010 0.395 0.008 0.670 0.002016 0.001974 0.001994 3.344e+04 9.618e+04 6.481e+04 0.724 -1.942 -0.6088 4.009e+05
383400.0 1000 -0.010 0.394 0.008 0.671 0.002016 0.001974 0.001994 3.33e+04 9.656e+04 6.493e+04 0.7194 -1.946 -0.6135 4.009e+05
383500.0 1000 -0.010 0.393 0.008 0.673 0.002016 0.001974 0.001994 3.315e+04 9.695e+04 6.505e+04 0.7148 -1.951 -0.6183 4.009e+05
383600.0 1000 -0.010 0.393 0.008 0.674 0.002016 0.001974 0.001994 3.301e+04 9.734e+04 6.518e+04 0.7102 -1.956 -0.6231 4.009e+05
383700.0 1000 -0.010 0.392 0.008 0.675 0.002016 0.001974 0.001994 3.287e+04 9.774e+04 6.53e+04 0.7055 -1.961 -0.6279 4.009e+05
383800.0 1000 -0.010 0.391 0.008 0.677 0.002016 0.001974 0.001994 3.273e+04 9.813e+04 6.543e+04 0.7009 -1.966 -0.6327 4.009e+05
383900.0 1000 -0.010 0.390 0.008 0.678 0.002016 0.001974 0.001994 3.259e+04 9.852e+04 6.556e+04 0.6963 -1.971 -0.6374 4.009e+05
384000.0 1000 -0.010 0.389 0.008 0.679 0.002016 0.001974 0.001994 3.245e+04 9.892e+04 6.568e+04 0.6917 -1.976 -0.6422 4.009e+05
384100.0 1000 -0.010 0.388 0.008 0.681 0.002016 0.001974 0.001994 3.231e+04 9.931e+04 6.581e+04 0.6871 -1.981 -0.647 4.009e+05
384200.0 1000 -0.010 0.388 0.008 0.682 0.002016 0.001974 0.001994 3.218e+04 9.971e+04 6.594e+04 0.6824 -1.986 -0.6518 4.009e+05
384300.0 1000 -0.010 0.387 0.008 0.684 0.002016 0.001974 0.001994 3.204e+04 1.001e+05 6.607e+04 0.6778 -1.991 -0.6566 4.009e+05
384400.0 1000 -0.010 0.386 0.008 0.685 0.002016 0.001974 0.001994 3.19e+04 1.005e+05 6.621e+04 0.6732 -1.996 -0.6613 4.009e+05
384500.0 1000 -0.010 0.385 0.008 0.686 0.002016 0.001974 0.001994 3.177e+04 1.009e+05 6.634e+04 0.6686 -2.001 -0.6661 4.009e+05
384600.0 1000 -0.010 0.384 0.008 0.688 0.002016 0.001974 0.001994 3.164e+04 1.013e+05 6.647e+04 0.6639 -2.006 -0.6709 4.009e+05
384700.0 1000 -0.010 0.383 0.008 0.689 0.002016 0.001974 0.001994 3.15e+04 1.017e+05 6.661e+04 0.6593 -2.011 -0.6757 4.009e+05
384800.0 1000 -0.010 0.383 0.008 0.690 0.002016 0.001974 0.001994 3.137e+04 1.021e+05 6.674e+04 0.6547 -2.016 -0.6805 4.009e+05
384900.0 1000 -0.010 0.382 0.008 0.692 0.002016 0.001974 0.001994 3.124e+04 1.025e+05 6.688e+04 0.6501 -2.021 -0.6852 4.009e+05
385000.0 1000 -0.010 0.381 0.008 0.693 0.002016 0.001974 0.001994 3.111e+04 1.029e+05 6.702e+04 0.6455 -2.025 -0.69 4.009e+05
385100.0 1000 -0.010 0.380 0.008 0.694 0.002016 0.001974 0.001994 3.098e+04 1.033e+05 6.715e+04 0.6408 -2.03 -0.6948 4.009e+05
385200.0 1000 -0.010 0.379 0.008 0.696 0.002016 0.001974 0.001994 3.086e+04 1.037e+05 6.729e+04 0.6362 -2.035 -0.6996 4.009e+05
385300.0 1000 -0.010 0.379 0.008 0.697 0.002016 0.001974 0.001994 3.073e+04 1.041e+05 6.743e+04 0.6316 -2.04 -0.7044 4.009e+05
385400.0 1000 -0.010 0.378 0.008 0.699 0.002016 0.001974 0.001994 3.06e+04 1.045e+05 6.758e+04 0.6269 -2.045 -0.7091 4.009e+05
385500.0 1000 -0.010 0.377 0.008 0.700 0.002016 0.001974 0.001994 3.048e+04 1.05e+05 6.772e+04 0.6205 -2.044 -0.7117 4.009e+05
385600.0 1000 -0.010 0.376 0.008 0.701 0.002016 0.001974 0.001994 3.036e+04 1.054e+05 6.786e+04 0.5912 -1.963 -0.6859 4.009e+05
385700.0 1000 -0.010 0.376 0.008 0.702 0.002016 0.001974 0.001994 3.025e+04 1.057e+05 6.799e+04 0.5319 -1.776 -0.6221 4.009e+05
385800.0 1000 -0.010 0.375 0.008 0.704 0.002016 0.001974 0.001994 3.014e+04 1.061e+05 6.811e+04 0.4724 -1.586 -0.5567 4.009e+05
385900.0 1000 -0.010 0.375 0.008 0.705 0.002016 0.001974 0.001994 3.006e+04 1.064e+05 6.821e+04 0.4133 -1.394 -0.4906 4.009e+05
386000.0 1000 -0.010 0.374 0.008 0.705 0.002016 0.001974 0.001994 2.998e+04 1.066e+05 6.83e+04 0.3544 -1.202 -0.4238 4.009e+05
386100.0 1000 -0.010 0.374 0.008 0.706 0.002016 0.001974 0.001994 2.991e+04 1.068e+05 6.838e+04 0.2959 -1.009 -0.3564 4.009e+05
386200.0 1000 -0.010 0.373 0.008 0.707 0.002016 0.001974 0.001994 2.986e+04 1.07e+05 6.845e+04 0.2375 -0.8147 -0.2886 4.009e+05
386300.0 1000 -0.010 0.373 0.008 0.707 0.002016 0.001974 0.001994 2.982e+04 1.072e+05 6.85e+04 0.1793 -0.62 -0.2204 4.009e+05
386400.0 1000 -0.010 0.373 0.008 0.708 0.002016 0.001974 0.001994 2.979e+04 1.073e+05 6.853e+04 0.1213 -0.4249 -0.1518 4.009e+05
386500.0 1000 -0.010 0.373 0.008 0.708 0.002016 0.001974 0.001994 2.977e+04 1.073e+05 6.856e+04 0.0633 -0.2295 -0.08312 4.009e+05
386600.0 1000 -0.010 0.373 0.008 0.708 0.002016 0.001974 0.001994 2.976e+04 1.074e+05 6.857e+04 0.005377 -0.03395 -0.01429 4.009e+05
386700.0 1000 -0.010 0.373 0.008 0.708 0.002016 0.001974 0.001994 2.977e+04 1.074e+05 6.856e+04 -0.05254 0.1616 0.05455 4.009e+05
386800.0 1000 -0.010 0.373 0.007 0.708 0.002016 0.001974 0.001994 2.979e+04 1.073e+05 6.855e+04 -0.1105 0.3571 0.1233 4.009e+05
386900.0 1000 -0.010 0.373 0.007 0.707 0.002016 0.001974 0.001994 2.981e+04 1.072e+05 6.851e+04 -0.1685 0.5524 0.1919 4.009e+05
387000.0 1000 -0.010 0.373 0.007 0.707 0.002016 0.001974 0.001994 2.985e+04 1.071e+05 6.847e+04 -0.2267 0.7472 0.2602 4.009e+05
387100.0 1000 -0.010 0.374 0.007 0.706 0.002016 0.001974 0.001994 2.99e+04 1.069e+05 6.841e+04 -0.285 0.9414 0.3282 4.009e+05
387200.0 1000 -0.010 0.374 0.007 0.706 0.002016 0.001974 0.001994 2.997e+04 1.067e+05 6.834e+04 -0.3435 1.135 0.3957 4.009e+05
387300.0 1000 -0.010 0.374 0.007 0.705 0.002016 0.001974 0.001994 3.004e+04 1.065e+05 6.825e+04 -0.4023 1.328 0.4627 4.009e+05
387400.0 1000 -0.010 0.375 0.007 0.704 0.002016 0.001974 0.001994 3.013e+04 1.062e+05 6.815e+04 -0.4614 1.52 0.5291 4.009e+05
387500.0 1000 -0.010 0.376 0.007 0.703 0.002016 0.001974 0.001994 3.023e+04 1.059e+05 6.804e+04 -0.5208 1.71 0.5947 4.009e+05
387600.0 1000 -0.010 0.376 0.007 0.702 0.002016 0.001974 0.001994 3.034e+04 1.055e+05 6.791e+04 -0.5806 1.9 0.6595 4.009e+05
387700.0 1000 -0.010 0.377 0.007 0.700 0.002016 0.001974 0.001994 3.046e+04 1.051e+05 6.778e+04 -0.6276 2.042 0.7072 4.009e+05
387800.0 1000 -0.010 0.378 0.007 0.699 0.002016 0.001974 0.001994 3.058e+04 1.047e+05 6.763e+04 -0.6379 2.056 0.7092 4.009e+05
387900.0 1000 -0.010 0.379 0.007 0.698 0.002016 0.001974 0.001994 3.071e+04 1.043e+05 6.749e+04 -0.6428 2.052 0.7046 4.009e+05
388000.0 1000 -0.010 0.379 0.007 0.696 0.002016 0.001974 0.001994 3.084e+04 1.039e+05 6.735e+04 -0.6474 2.047 0.6998 4.009e+05
388100.0 1000 -0.010 0.380 0.007 0.695 0.002016 0.001974 0.001994 3.097e+04 1.035e+05 6.721e+04 -0.6521 2.042 0.695 4.009e+05
388200.0 1000 -0.010 0.381 0.007 0.693 0.002016 0.001974 0.001994 3.11e+04 1.03e+05 6.707e+04 -0.6568 2.037 0.6901 4.009e+05
388300.0 1000 -0.010 0.382 0.007 0.692 0.002016 0.001974 0.001994 3.123e+04 1.026e+05 6.694e+04 -0.6614 2.032 0.6853 4.009e+05
388400.0 1000 -0.010 0.383 0.007 0.691 0.002016 0.001974 0.001994 3.137e+04 1.022e+05 6.68e+04 -0.6661 2.027 0.6805 4.009e+05
388500.0 1000 -0.010 0.383 0.007 0.689 0.002016 0.001974 0.001994 3.15e+04 1.018e+05 6.666e+04 -0.6708 2.022 0.6757 4.009e+05
388600.0 1000 -0.010 0.384 0.007 0.688 0.002016 0.001974 0.001994 3.164e+04 1.014e+05 6.653e+04 -0.6755 2.017 0.6708 4.009e+05
388700.0 1000 -0.011 0.385 0.007 0.687 0.002016 0.001974 0.001994 3.177e+04 1.01e+05 6.64e+04 -0.6801 2.012 0.666 4.009e+05
388800.0 1000 -0.011 0.386 0.007 0.685 0.002016 0.001974 0.001994 3.191e+04 1.006e+05 6.626e+04 -0.6848 2.007 0.6612 4.009e+05
388900.0 1000 -0.011 0.387 0.007 0.684 0.002016 0.001974 0.001994 3.204e+04 1.002e+05 6.613e+04 -0.6895 2.002 0.6564 4.009e+05
389000.0 1000 -0.011 0.388 0.007 0.683 0.002016 0.001974 0.001994 3.218e+04 9.982e+04 6.6e+04 -0.6941 1.997 0.6515 4.009e+05
389100.0 1000 -0.011 0.388 0.007 0.681 0.002016 0.001974 0.001994 3.232e+04 9.942e+04 6.587e+04 -0.6988 1.992 0.6467 4.009e+05
389200.0 1000 -0.011 0.389 0.007 0.680 0.002016 0.001974 0.001994 3.246e+04 9.902e+04 6.574e+04 -0.7035 1.987 0.6419 4.009e+05
389300.0 1000 -0.011 0.390 0.007 0.678 0.002016 0.001974 0.001994 3.26e+04 9.863e+04 6.561e+04 -0.7082 1.982 0.6371 4.009e+05
389400.0 1000 -0.011 0.391 0.007 0.677 0.002016 0.001974 0.001994 3.275e+04 9.823e+04 6.549e+04 -0.7128 1.977 0.6322 4.009e+05
389500.0 1000 -0.011 0.392 0.007 0.676 0.002016 0.001974 0.001994 3.289e+04 9.783e+04 6.536e+04 -0.7175 1.972 0.6274 4.009e+05
389600.0 1000 -0.011 0.393 0.007 0.674 0.002016 0.001974 0.001994 3.303e+04 9.744e+04 6.524e+04 -0.7222 1.967 0.6226 4.009e+05
389700.0 1000 -0.011 0.393 0.006 0.673 0.002016 0.001974 0.001994 3.318e+04 9.705e+04 6.511e+04 -0.7268 1.962 0.6178 4.009e+05
389800.0 1000 -0.011 0.394 0.006 0.672 0.002016 0.001974 0.001994 3.332e+04 9.666e+04 6.499e+04 -0.7315 1.957 0.6129 4.009e+05
389900.0 1000 -0.011 0.395 0.006 0.670 0.002016 0.001974 0.001994 3.347e+04 9.626e+04 6.487e+04 -0.7362 1.952 0.6081 4.009e+05
390000.0 1000 -0.011 0.396 0.006 0.669 0.002016 0.001974 0.001994 3.362e+04 9.587e+04 6.475e+04 -0.7409 1.947 0.6033 4.009e+05
390100.0 1000 -0.011 0.397 0.006 0.668 0.002016 0.001974 0.001994 3.377e+04 9.549e+04 6.463e+04 -0.7455 1.942 0.5985 4.009e+05
390200.0 1000 -0.011 0.398 0.006 0.666 0.002016 0.001974 0.001994 3.392e+04 9.51e+04 6.451e+04 -0.7502 1.937 0.5936 4.009e+05
390300.0 1000 -0.011 0.399 0.006 0.665 0.002016 0.001974 0.001994 3.407e+04 9.471e+04 6.439e+04 -0.7549 1.933 0.5888 4.009e+05
390400.0 1000 -0.011 0.400 0.006 0.663 0.002016 0.001974 0.001994 3.422e+04 9.432e+04 6.427e+04 -0.7595 1.928 0.584 4.009e+05
390500.0 1000 -0.011 0.401 0.006 0.662 0.002016 0.001974 0.001994 3.437e+04 9.394e+04 6.416e+04 -0.7642 1.923 0.5792 4.009e+05
390600.0 1000 -0.011 0.401 0.006 0.661 0.002016 0.001974 0.001994 3.452e+04 9.356e+04 6.404e+04 -0.7689 1.918 0.5743 4.009e+05
390700.0 1000 -0.011 0.402 0.006 0.659 0.002016 0.001974 0.001994 3.468e+04 9.317e+04 6.393e+04 -0.7736 1.913 0.5695 4.009e+05
390800.0 1000 -0.011 0.403 0.006 0.658 0.002016 0.001974 0.001994 3.483e+04 9.279e+04 6.381e+04 -0.7782 1.908 0.5647 4.009e+05
390900.0 1000 -0.011 0.404 0.006 0.657 0.002016 0.001974 0.001994 3.499e+04 9.241e+04 6.37e+04 -0.7829 1.903 0.5599 4.009e+05
391000.0 1000 -0.011 0.405 0.006 0.655 0.002016 0.001974 0.001994 3.515e+04 9.203e+04 6.359e+04 -0.7876 1.898 0.5551 4.009e+05
391100.0 1000 -0.011 0.406 0.006 0.654 0.002016 0.001974 0.001994 3.53e+04 9.165e+04 6.348e+04 -0.7922 1.893 0.5502 4.009e+05
391200.0 1000 -0.012 0.407 0.006 0.653 0.002016 0.001974 0.001994 3.546e+04 9.127e+04 6.337e+04 -0.7969 1.888 0.5454 4.009e+05
391300.0 1000 -0.012 0.408 0.006 0.651 0.002016 0.001974 0.001994 3.562e+04 9.09e+04 6.326e+04 -0.8016 1.883 0.5406 4.009e+05
391400.0 1000 -0.012 0.409 0.006 0.650 0.002016 0.001974 0.001994 3.578e+04 9.052e+04 6.315e+04 -0.8063 1.878 0.5358 4.009e+05
391500.0 1000 -0.012 0.410 0.006 0.649 0.002016 0.001974 0.001994 3.595e+04 9.014e+04 6.305e+04 -0.8109 1.873 0.5309 4.009e+05
391600.0 1000 -0.012 0.411 0.006 0.647 0.002016 0.001974 0.001994 3.611e+04 8.977e+04 6.294e+04 -0.8156 1.868 0.5261 4.009e+05
391700.0 1000 -0.012 0.411 0.006 0.646 0.002016 0.001974 0.001994 3.627e+04 8.94e+04 6.283e+04 -0.8203 1.863 0.5213 4.009e+05
391800.0 1000 -0.012 0.412 0.006 0.645 0.002016 0.001974 0.001994 3.644e+04 8.902e+04 6.273e+04 -0.8249 1.858 0.5165 4.009e+05
391900.0 1000 -0.012 0.413 0.006 0.643 0.002016 0.001974 0.001994 3.66e+04 8.865e+04 6.263e+04 -0.8296 1.853 0.5116 4.009e+05
392000.0 1000 -0.012 0.414 0.006 0.642 0.002016 0.001974 0.001994 3.677e+04 8.828e+04 6.253e+04 -0.8343 1.848 0.5068 4.009e+05
392100.0 1000 -0.012 0.415 0.006 0.641 0.002016 0.001974 0.001994 3.694e+04 8.791e+04 6.243e+04 -0.839 1.843 0.502 4.009e+05
392200.0 1000 -0.012 0.416 0.006 0.639 0.002016 0.001974 0.001994 3.71e+04 8.755e+04 6.233e+04 -0.8436 1.838 0.4972 4.009e+05
392300.0 1000 -0.012 0.417 0.006 0.638 0.002016 0.001974 0.001994 3.727e+04 8.718e+04 6.223e+04 -0.8483 1.833 0.4923 4.009e+05
392400.0 1000 -0.012 0.418 0.005 0.637 0.002016 0.001974 0.001994 3.744e+04 8.681e+04 6.213e+04 -0.853 1.828 0.4875 4.009e+05
392500.0 1000 -0.012 0.419 0.005 0.635 0.002016 0.001974 0.001994 3.761e+04 8.645e+04 6.203e+04 -0.8576 1.823 0.4827 4.009e+05
392600.0 1000 -0.012 0.420 0.005 0.634 0.002016 0.001974 0.001994 3.779e+04 8.608e+04 6.194e+04 -0.8623 1.818 0.4779 4.009e+05
392700.0 1000 -0.012 0.421 0.005 0.633 0.002016 0.001974 0.001994 3.796e+04 8.572e+04 6.184e+04 -0.867 1.813 0.473 4.009e+05
392800.0 1000 -0.012 0.422 0.005 0.631 0.002016 0.001974 0.001994 3.813e+04 8.536e+04 6.175e+04 -0.8717 1.808 0.4682 4.009e+05
392900.0 1000 -0.012 0.423 0.005 0.630 0.002016 0.001974 0.001994 3.831e+04 8.5e+04 6.165e+04 -0.8763 1.803 0.4634 4.009e+05
393000.0 1000 -0.012 0.424 0.005 0.628 0.002016 0.001974 0.001994 3.848e+04 8.464e+04 6.156e+04 -0.881 1.798 0.4586 4.009e+05
393100.0 1000 -0.012 0.425 0.005 0.627 0.002016 0.001974 0.001994 3.866e+04 8.428e+04 6.147e+04 -0.8857 1.793 0.4537 4.009e+05
393200.0 1000 -0.012 0.426 0.005 0.626 0.002016 0.001974 0.001994 3.884e+04 8.392e+04 6.138e+04 -0.8903 1.788 0.4489 4.009e+05
393300.0 1000 -0.012 0.427 0.005 0.624 0.002016 0.001974 0.001994 3.902e+04 8.356e+04 6.129e+04 -0.895 1.783 0.4441 4.009e+05
393400.0 1000 -0.012 0.428 0.005 0.623 0.002016 0.001974 0.001994 3.92e+04 8.321e+04 6.12e+04 -0.8997 1.778 0.4393 4.009e+05
393500.0 1000 -0.012 0.429 0.005 0.622 0.002016 0.001974 0.001994 3.938e+04 8.285e+04 6.111e+04 -0.9043 1.773 0.4344 4.009e+05
393600.0 1000 -0.012 0.430 0.005 0.620 0.002016 0.001974 0.001994 3.956e+04 8.25e+04 6.103e+04 -0.909 1.768 0.4296 4.009e+05
393700.0 1000 -0.012 0.431 0.005 0.619 0.002016 0.001974 0.001994 3.974e+04 8.214e+04 6.094e+04 -0.9137 1.763 0.4248 4.009e+05
393800.0 1000 -0.013 0.432 0.005 0.618 0.002016 0.001974 0.001994 3.992e+04 8.179e+04 6.086e+04 -0.9184 1.758 0.42 4.009e+05
393900.0 1000 -0.013 0.433 0.005 0.617 0.002016 0.001974 0.001994 4.011e+04 8.144e+04 6.077e+04 -0.923 1.753 0.4151 4.009e+05
394000.0 1000 -0.013 0.434 0.005 0.615 0.002016 0.001974 0.001994 4.029e+04 8.109e+04 6.069e+04 -0.9277 1.748 0.4103 4.009e+05
394100.0 1000 -0.013 0.435 0.005 0.614 0.002016 0.001974 0.001994 4.048e+04 8.074e+04 6.061e+04 -0.9324 1.743 0.4055 4.009e+05
